_id,permit_number,s_name,s_address,city,z_code,p_fee,pa_license_no,contractor_name,permit_specifications,square_feet,is_the_building_occupied,i_date,e_date,achd_inspector,job_complete,is_permit_date_extended,permit_o_e_date,project_type,status,latitude,longitude
7253808,PAA210294,RIVERVIEW SENIOR LIVING FACILITY,1330 11TH AVE,HARRISON,15065,1250,905,"BLT CONTRACTING, INC.",REMOVE CEILING PLASTER ON GROUND FLOOR,2500,t,2021-05-26,2022-05-01,JOE YAKUBISIN,t,f,2022-05-01,PAA,COMPLETE,40.613841,-79.7293845
7253809,PAA210331,UOP MUSIC BUILDING - BELLEFIELD & 5TH AVE,,PITTSBURGH,15260,1250,905,"BLT CONTRACTING, INC.",REMOVE FLOOR TILE/MASTIC FROM 1ST & 2ND FLOOR HALLS AND LANDINGS,2428,t,2021-06-21,2022-06-01,JOE YAKUBISIN,t,f,2022-06-01,PAA,COMPLETE,40.461307307,-79.914773945
7253810,PAA210382,RACHEL CARSON TOWER,135 2ND AVE,TARENTUM,15084,1550,905,"BLT CONTRACTING, INC.",REMOVE CEILING PLASTER AND VAT/MASTIC FROM 7TH & 8TH FLOORS,6400,t,2021-07-15,2022-06-30,JOE YAKUBISIN,t,f,2022-06-30,PAA,COMPLETE,40.600314,-79.754661
7253811,PAA210383,UOP CATHEDRAL OF LEARNING SUITE 526,4200 5TH AVE,PITTSBURGH,15213,1250,905,"BLT CONTRACTING, INC.",REMOVE VAT,2300,t,2021-07-14,2022-06-30,JOE YAKUBISIN,t,f,2022-06-30,PAA,COMPLETE,40.444299,-79.953192
7253812,PAA210483,UOP CATHEDRAL OF LEARNING RM 512 - 4200 5TH AVE,,PITTSBURGH,15260,450,905,"BLT CONTRACTING, INC.",REMOVE VAT/MASTIC,650,t,2021-09-10,2022-07-30,JOE YAKUBISIN,t,f,2022-07-30,PAA,COMPLETE,40.461307307,-79.914773945
7253813,PAA210498,COL BASEMENT B50 & B60 - 4200 5TH AVE,,PITTSBURGH,15212,1250,905,"BLT CONTRACTING, INC.",REMOVE VAT/MASTIC; TSI & FITTINGS THROUGHOUT B50 BASEMENT AND CAULKING IN B60 A/H UNIT SEAM,3640,t,2021-09-29,2022-07-30,JOE YAKUBISIN,t,f,2022-07-30,PAA,COMPLETE,40.449943541,-80.0051102
7253814,PAA210546,ENERGY CENTER PITTSBURGH COOLILNG TOWER,111 S COMMONS ST,PITTSBURGH,15212,850,905,"BLT CONTRACTING, INC.",REMOVE OUTSIDE TRANSITE PANELS,1600,t,2021-10-18,2022-09-30,JOE YAKUBISIN,t,f,2022-09-30,PAA,COMPLETE,40.449753,-80.00631
7253815,PAA210594,MUNICIPAL BUILDING,1820 MCLAUGHLIN RUN RD,UPPER ST CLAIR,15241,1550,905,"BLT CONTRACTING, INC.",REMOVE 2ND & 3RD FLOOR VAT & MASTIC,7900,t,2021-11-11,2022-10-31,JOE YAKUBISIN,f,f,2022-10-31,PAA,EXPIRED,40.3333189190001,-80.0717863309999
7253816,PAA210620,UOP CATHEDRAL OF LEARNING - 4200 5TH AVE,,PITTSBURGH,15260,1250,905,"BLT CONTRACTING, INC.","""REMOVE 7TH FLOOR 2"""" PIPE; ACM PAPER & VAT AND 7TH FLOOR RESTROOMS MASTIC DAUBS""",2333,t,2021-12-08,2022-12-08,JOE YAKUBISIN,f,f,2022-12-08,PAA,EXPIRED,40.461307307,-79.914773945
7253817,PAA212007,UNIVERSITY OF PITTSBURGH VARIOUS LOCATION - 3400 FORBES AVENUE,,PITTSBURGH,15260,850,905,"BLT CONTRACTING, INC.",REMOVE VARIOUS MATERIALS FROM VARIOUS LOCATIONS,159,t,2021-01-01,2021-12-31,MARC ITKIN,t,f,2021-12-31,PAA,COMPLETE,40.461307307,-79.914773945
7253818,PAA214165,BRIDGEVILLE VACANT SHED - BERAM AVENUE,,PITTSBURGH,15217,850,905,"BLT CONTRACTING, INC.",REMOVER ROOF FELT PAPER AND DOOR INSULATION,1472,f,2021-04-06,2022-04-01,JOE YAKUBISIN,t,f,2022-04-01,PAA,COMPLETE,40.440220739,-79.939446064
7253819,PAA214287,DEMOLISHED STRUCTURE,1280  FASSINGER LN,PITTSBURGH,15237,850,905,"BLT CONTRACTING, INC.",ASSUMED - ALL MATERIAL BEING TREATGED AS ACM,1001,f,2021-05-14,2021-05-30,JOE YAKUBISIN,t,f,2021-05-30,PAA,COMPLETE,,
7253820,PAA214335,SISTERS OF DIVINE PROVIDENCE-MOTHER MARIE CONVENT,9000  BABCOCK BLVD,PITTSBURGH,15237,200,905,"BLT CONTRACTING, INC.",REMOVE KITCHEN AND BEDROOM CLOSET ROLLED FLOORING; BASEMENT  TSI & FITTING INSULATION AND BASEMENT TSI,187,f,2021-06-21,2021-09-01,JOE YAKUBISIN,t,f,2021-09-01,PAA,COMPLETE,40.568589,-80.014491
7253821,PAA214336,SISTERS OF DIVINE PROVIDENCE - GARAGES,9000  BABCOCK BLVD,PITTSBURGH,15237,450,905,"BLT CONTRACTING, INC.",REMOVE ROOFING & FLASHING,314,t,2021-06-21,2021-09-01,JOE YAKUBISIN,t,f,2021-09-01,PAA,COMPLETE,40.568589,-80.014491
7253822,PAA214428,TC PITTSBURH DEVELOPMENT PACKAGE DELIVERY TERMINAL,836  EAST PITTSBURGH MCKEESPORT BLVD,NORTH VERSAILLES,15137,850,905,"BLT CONTRACTING, INC.",REMOVE 1ST FLOOR DOOR CAULKING; VAT/MASTIC; EXTERIOR WALL EXPANSION CAULKING; ROOF HATCH DOOR MASTIC AND MEZZANINE DUCT PIN GLUE,1400,f,2021-08-03,2022-07-31,JOE YAKUBISIN,t,f,2022-07-31,PAA,COMPLETE,40.379382,-79.8278445
7253823,PAA220068,TREASURE HOUSE FASIONS,7607  MCKNIGHT RD,PITTSBURGH,15237,1250,905,"BLT CONTRACTING, INC.",EMOVE B-ROOM FLOOR TILE AND MASTIC,2500,f,2022-02-04,2022-12-30,JOE YAKUBISIN,t,f,2022-12-30,PAA,COMPLETE,40.54446,-80.015706
7253824,PAA220150,VACANT STRUCTURE,5428 WALNUT ST,PITTSBURGH,15232,1250,905,"BLT CONTRACTING, INC.",REMOVE 3RD FLOOR VAT/MASTIC & PANEL ADHESIVE,2150,f,2022-03-30,2023-03-01,JOE YAKUBISIN,t,f,2023-03-01,PAA,COMPLETE,40.450824,-79.934373
7253825,PAA222054,OMNI WILLIAM PENN HOTEL,530 WILLIAM PENN PL,PITTSBURGH,15219,850,905,"BLT CONTRACTING, INC.",REMOVE VARIOUS MATERIAL FROM VARIOUS AREAS THROUGHOUT,159,t,2022-01-17,2022-12-31,JOE YAKUBISIN,f,f,2022-12-31,PAA,EXPIRED,40.4406,-79.9965855
7253826,PAA222055,UNIVERSITY OF PITTSBURGH O&M PERMIT - 3400 FORBES AVE,,PITTSBURGH,15260,850,905,"BLT CONTRACTING, INC.",REMOVE VARIOUS MATERIALS FROM VARIOUS BUILDINGS AROUND CAMPUS,159,t,2022-01-20,2022-12-30,JOE YAKUBISIN,f,f,2022-12-30,PAA,EXPIRED,40.461307307,-79.914773945
7253827,RES210070,RESIDENCE,629  ACADEMY AVE,SEWICKLEY,15143,0,905,"BLT CONTRACTING, INC.",REMOVE GARAGE PIPE; LAUNDRY ROOM AND HALL SHEET FLOORING AND ROOF PAPER,3785,f,2021-07-14,2021-12-31,ELIZABETH LETURGEY,t,f,2021-12-31,RES,COMPLETE,40.547646,-80.1841185
7253828,UND190018,2528 SMALLMAN STREET,,PITTSBURGH,15222,0,905,"BLT CONTRACTING, INC.",REMOVE WINDOW GLAZING FROM TWO WINDOWS IN ALLEY,2,f,2019-02-14,2019-12-31,JOE YAKUBISIN,t,f,2019-12-31,UND,COMPLETE,40.447056252,-79.991221614
7253829,UND190190,HUNTINGTON BANK OFFICE 4TH FLOOR GRANT BUILDING,310  GRANT ST,PITTSBURGH,15219,0,905,"BLT CONTRACTING, INC.",REMOVE PIPE INSULATION IN 4TH FLOOR WOMEN'S ROOM CEILING,30,t,2019-09-10,2019-12-31,SHANNON SANDBERG,t,f,2019-12-31,UND,COMPLETE,40.437648,-79.997535
7253830,UND190205,PLANNED PARENTHOOD OF WESTERN PA,933  LIBERTY AVE,PITTSBURGH,15222,0,905,"BLT CONTRACTING, INC.",REMOVE FLOOR TILE IN FIRST FLOOR MEN'S ROOM,60,t,2019-10-04,2019-12-31,JOE YAKUBISIN,t,f,2019-12-31,UND,COMPLETE,40.443498,-79.996851
7253831,UND200046,COMMONWEALTH BUILDING - 316 FOURTH AVENUE,,PITTSBURGH,15222,0,905,"BLT CONTRACTING, INC.",REMOVE PIPING FROM FLOORS 4-21,100,t,2020-03-23,2021-03-01,ELIZABETH LETURGEY,t,f,2021-03-01,UND,COMPLETE,40.447056252,-79.991221614
7253832,UND210063,SISTERS OF DIVINE PROVIDENCE BARN,9000  BABCOCK BLVD,PITTSBURGH,15237,0,905,"BLT CONTRACTING, INC.",REMOVE TRANSITE FROM EXTERIOR OVERHANG AND WOODEN CRATES,75,t,2021-06-21,2021-09-01,ELIZABETH LETURGEY,t,f,2021-09-01,UND,COMPLETE,40.568589,-80.014491
7253833,UND210073,MONONGAHELA INCLINE - 8 GRANDVIEW AVE,,PITTSBURGH,15211,0,905,"BLT CONTRACTING, INC.",REMOVE ROOF FLASHING,45,f,2021-08-05,2021-09-30,ELIZABETH LETURGEY,t,f,2021-09-30,UND,COMPLETE,40.43025966,-80.0071694969999
7253834,UND210078,CONSOLIDATED COMMUNICATIONS,150  WEXFORD BAYNE RD,FRANKLIN PARK,15090,0,905,"BLT CONTRACTING, INC.",REMOVE MAIN FLOOR PLASTER CEILING,35,t,2021-08-10,2021-09-30,CALI FEENEY,t,f,2021-09-30,UND,COMPLETE,40.625568,-80.057052
7253835,DEM220034,UNIVERSITY OF PITTSBURGH,3440  FORBES AVE,PITTSBURGH,15213,0,903,"AMERICAN INDUSTRIAL CONTRACTING, INC.",ASBESTOS ABATEMENT PERFORMED UNDER PAA18-0539,0,f,2022-03-07,2022-06-30,JOE YAKUBISIN,t,f,2022-06-30,DEM,COMPLETE,40.439277,-79.959852
7253836,PAA140050,FIRST NATIONAL BANK,100 FEDERAL STREET,PITTSBURGH,15212,650,903,"AMERICAN INDUSTRIAL CONTRACTING, INC.",FLOOR TILE/MASTIC ON 3RD FLOOR;FIREPROOFING 2ND;3RD AND 4TH FLOORS,18950,t,2014-02-04,2014-12-31,JOE YAKUBISIN,t,f,2014-12-31,PAA,COMPLETE,40.447791,-80.003763
7253837,PAA140102,UNITED STEEL WORKERS BUILDING,60 BOULEVARD OF THE ALLIES,PITTSBURGH,15222,350,903,"AMERICAN INDUSTRIAL CONTRACTING, INC.",FIBERGLASS BATTING IN BASEMENT DOCK AREA OFFICE,312,t,2014-03-06,2014-06-30,JOE YAKUBISIN,t,f,2014-06-30,PAA,COMPLETE,40.439502,-80.0055315
7253838,PAA140142,UNITED STEEL WORKERS BUILDING,60 BOULEVARD OF THE ALLIES,PITTSBURGH,15222,300,903,"AMERICAN INDUSTRIAL CONTRACTING, INC.",FIBERGLASS BATT INSULATION IN BASEMENT ROOMS 06;12;15;19;20;25;26;27;28 AND 30,1700,t,2014-04-03,2014-12-31,JOE YAKUBISIN,t,f,2014-12-31,PAA,COMPLETE,40.439502,-80.0055315
7253839,PAA140190,UNITED STEEL WORKERS BUILDING - PAINT SHOP,60 BOULEVARD OF THE ALLIES,PITTSBURGH,15222,150,903,"AMERICAN INDUSTRIAL CONTRACTING, INC.",FLOOR TILE/MASTIC IN BASEMENT - PAINT SHOP,100,t,2014-05-01,2014-05-09,JOE YAKUBISIN,t,f,2014-05-09,PAA,COMPLETE,40.439502,-80.0055315
7253840,PAA140205,,788 WASHINGTON ROAD,PITTSBURGH,15228,150,903,"AMERICAN INDUSTRIAL CONTRACTING, INC.",FLOOR TILE/MASTIC IN BASEMENT GAME ROOM AND BATHROOM,286,f,2014-05-19,2014-05-30,JOE YAKUBISIN,t,f,2014-05-30,PAA,COMPLETE,40.378221,-80.046279
7253841,PAA140230,WEST PENN HOSPITAL,4800 FRIENDSHIP AVE.,PITTSBURGH,15224,650,903,"AMERICAN INDUSTRIAL CONTRACTING, INC.",FLOOR TILE/MASTIC ON 5TH FLOOR EAST;ELEVATOR LOBBY/LOUNGE AND 6TH FLOOR EAST-POST PARTUM,10000,t,2014-06-11,2014-12-31,DON HORGAN,t,f,2014-12-31,PAA,COMPLETE,40.462128,-79.9462575
7253842,PAA140306,STANDARD LIFE BUILDING,345 4TH AVE.,PITTSBURGH,15222,650,903,"AMERICAN INDUSTRIAL CONTRACTING, INC.",FLOOR TILE ON 2ND THROUGH 7TH FLOOR CORRIDORSS/ELEVATOR LOBBIES,2400,t,2014-07-21,2014-10-30,JOE YAKUBISIN,t,f,2014-10-30,PAA,COMPLETE,40.438908,-79.999767
7253843,PAA140338,POST GAZETTE DISTRIBUTION CENTER,282 CORLISS STREET,PITTSBURGH,15220,650,903,"AMERICAN INDUSTRIAL CONTRACTING, INC.",FLOOR TILE/MASTIC;WINDOW GLAZING AND TRANSITE FLUES,3340,f,2014-08-18,2014-09-30,JOE YAKUBISIN,t,f,2014-09-30,PAA,COMPLETE,40.452318,-80.041842
7253844,PAA140397,DIOCESE PASTORAL CENTER,111 BLVD OF THE ALLIES,PITTSBURGH,15222,350,903,"AMERICAN INDUSTRIAL CONTRACTING, INC.",ROOF FLASHING,650,t,2014-10-06,2014-11-30,JOE YAKUBISIN,t,f,2014-11-30,PAA,COMPLETE,40.43952,-80.0044335
7253845,PAA204309,FORMER BJ EQUIPMENT & WAREHOUSE,1255 MAPLE STREET EXT,CORAOPOLIS,15108,450,937,TOM SIPES DEMOLITION COMPANY,REMOVE CORUGATED TRANSITE PANELS FROM ROOF OF MASONARY BRIDGE,900,f,2020-06-28,2020-08-23,JOE YAKUBISIN,t,f,2020-08-23,PAA,COMPLETE,40.501521,-80.174655
7253846,PAA204315,FORMER GALVANIZING METAL PLANT,2901  GRAND AVE,NEVILLE,15225,1250,937,TOM SIPES DEMOLITION COMPANY,REMOVE VARIOUS MATERIALS FROM VARIOUS LOCATIONS IN BUILDING #5,10000,f,2020-07-08,2021-06-20,JOE YAKUBISIN,t,f,2021-06-20,PAA,COMPLETE,40.5100778240001,-80.1257332019999
7253847,PAA210508,FORMER PRAISE CENTER MINISTRIES OF MOON,120  MOONCREST DR,CORAOPOLIS,15108,1550,937,TOM SIPES DEMOLITION COMPANY,REMOVE TRANSITE DUCTWORK THROUGHOUT BLDG; DOOR & WINDOW CAULKING; 1ST FL OFFICE BATHROOM TRANSITE WALLS & PLASTER COMPOUND; BASEMENT & CRAWLSPACE PIPE INSULATION & FITTINGS AND ASBESTOS DEBRIS THROUGHOUT CRAWLSPACE,8000,f,2021-10-16,2022-04-06,JOE YAKUBISIN,t,f,2022-04-06,PAA,COMPLETE,40.522788,-80.1900945
7253848,PAA214366,VACANT RESIDENCE - 623 ELM WAY,,CORAOPOLIS,15108,350,937,TOM SIPES DEMOLITION COMPANY,ALL MATERIAL BEING TREATED AS ACM,900,f,2021-07-05,2021-12-10,JOE YAKUBISIN,t,f,2021-12-10,PAA,COMPLETE,40.521056136,-80.1625171479999
7253849,PAA214519,MUNICIPALITY OWNED PROPERTY,700  RIDGE AVE,MCKEES ROCKS,15136,350,937,TOM SIPES DEMOLITION COMPANY,REMOVE TRANSITE SIDING AND 1ST FLOOR LIVING ROOM TILE,8000,f,2021-10-12,2022-06-12,JOE YAKUBISIN,t,f,2022-06-12,PAA,COMPLETE,40.4710564310001,-80.0605848449999
7253850,PAA214520,MUNICIPALITY OWNED PROPERTY,19  MCCOY RD,MCKEES ROCKS,15136,350,937,TOM SIPES DEMOLITION COMPANY,ALL MATERIAL BEING TREATED AS ACM,900,f,2021-10-12,2022-06-12,JOE YAKUBISIN,t,f,2022-06-12,PAA,COMPLETE,40.476132,-80.068032
7253851,DEM190322,VACANT RESIDENCE,114  BURROWS ST,PITTSBURGH,15213,0,935,SUPERIOR ENVIRONMENTAL CONTRACTING,REMOVE MAIN ROOF BLACK-GREEN FLASHING AND OFF WHITE INSULATION PAPER FROM BASEMENT DUCT,73,f,2019-11-01,2019-11-30,JOE YAKUBISIN,t,f,2019-11-30,DEM,COMPLETE,40.43961,-79.9667955
7253852,DEM190344,VACANT RESIDENCE,10  YORK DR,PITTSBURGH,15214,0,935,SUPERIOR ENVIRONMENTAL CONTRACTING,REMOVE DUCT PAPER FROM BASEMENT,4,f,2019-12-30,2020-02-27,MARC ITKIN,t,f,2020-02-27,DEM,COMPLETE,40.494753,-80.033004
7253853,DEM210100,PEAK CONSTRUCTION CORP - 571 MOON CLINTON RD,,MOON,15108,0,935,SUPERIOR ENVIRONMENTAL CONTRACTING,REMOVE 2ND FL BATHROOM SHEET FLOORING,85,f,2021-07-05,2021-12-29,ELIZABETH LETURGEY,t,f,2021-12-29,DEM,COMPLETE,40.4910598450001,-80.184567682
7253854,PAA140447,US STEEL - CLAIRTON,400 STATE STREET,CLAIRTON,15025,650,904,AVALOTIS CORPORATION,GALBESTOS SHEETING ON AXI REPAIR SHOP ROOF,2000,t,2014-11-12,2015-11-12,JOE YAKUBISIN,t,f,2015-11-12,PAA,COMPLETE,40.293999,-79.8743115
7253855,PAA140466,US STEEL ET WORKS,1300 BRADDOCK AVE,BRADDOCK,15104,650,904,AVALOTIS CORPORATION,ROOFING ON TRANSPORTATION BUILDING,1820,t,2014-11-28,2015-11-28,JOE YAKUBISIN,t,f,2015-11-28,PAA,COMPLETE,40.396401,-79.8544485
7253856,PAA140526,DIOCESAN PASTORAL CENTER - SUITE 500,111 BOULEVARD OF THE ALLIES,PITTSBURGH,15222,150,903,"AMERICAN INDUSTRIAL CONTRACTING, INC.",FLOOR TILE,280,t,2014-12-26,2014-12-31,JOE YAKUBISIN,t,f,2014-12-31,PAA,COMPLETE,40.43952,-80.0044335
7253857,PAA150031,US STEEL SULFUR PLANT,400 STATE STREET,CLAIRTON,15025,350,904,AVALOTIS CORPORATION,TRANSITE SHEETING ON ROOF,432,t,2015-01-07,2016-01-07,JOE YAKUBISIN,t,f,2016-01-07,PAA,COMPLETE,40.293999,-79.8743115
7253858,PAA150042,DIOCESE OF PITTSBURGH,111 BOULEVARD OF THE ALLIES,PITTSBURGH,15222,650,903,"AMERICAN INDUSTRIAL CONTRACTING, INC.",O&M PLAN,,t,2015-01-01,2015-12-31,JOE YAKUBISIN,t,f,2015-12-31,PAA,COMPLETE,40.43952,-80.0044335
7253859,PAA150089,WEST PENN HOSPITAL,4800 FRIENDSHIP AVE.,PITTSBURGH,15224,150,903,"AMERICAN INDUSTRIAL CONTRACTING, INC.",FLOOR TILE ON 5TH AND 6TH FLOORS EAST,2000,t,2015-02-04,2015-06-10,JOE YAKUBISIN,t,f,2015-06-10,PAA,COMPLETE,40.462128,-79.9462575
7253860,PAA150097,HEIGHTS PLAZA - MACY'S SPACE,1848 UNION AVE.,NATRONA HEIGHTS,15065,350,903,"AMERICAN INDUSTRIAL CONTRACTING, INC.",PIPE INSULATION,600,t,2015-02-23,2015-12-31,JOE YAKUBISIN,t,f,2015-12-31,PAA,COMPLETE,40.624596,-79.721667
7253861,PAA150148,,3803 SAXONBURG BOULEVARD,CHESWICK,15024,650,903,"AMERICAN INDUSTRIAL CONTRACTING, INC.",FLOOR TILE ON 2ND FLOOR;LINOLEUM ON 1ST FLOOR;CEILING TILE MASTIC IN BASEMENT/GARAGE AREA AND TRANSITE SIDING,2585,f,2015-04-01,2015-05-30,JOE YAKUBISIN,t,f,2015-05-30,PAA,COMPLETE,40.5968955480001,-79.871649141
7253862,PAA150172,JEFFERSON TECHNOLOGY CENTER BUILDING 9 - CLARK TESTING,1801 ROUTE 51,CLAIRTON,15025,650,903,"AMERICAN INDUSTRIAL CONTRACTING, INC.",FLOOR TILE/MASTIC THROUGHOUT OFFICE AREA,14000,t,2015-04-09,2015-08-31,JOE YAKUBISIN,t,f,2015-08-31,PAA,COMPLETE,40.293711,-79.9154325
7253863,PAA150228,US COAST GUARD OSAGE - VESSEL,300 MCKOWN LN,SEWICKLEY,15143,650,903,"AMERICAN INDUSTRIAL CONTRACTING, INC.",VERMICULITE TOP COATING FORWARD BERTHING/LOG OFFICE,425,t,2015-05-18,2015-06-30,JOE YAKUBISIN,t,f,2015-06-30,PAA,COMPLETE,40.530267,-80.173647
7253864,PAA150243,ST.PAULS SEMINARY - BOYLE HALL CHAPEL,2900 NOBLESTOWN ROAD,PITTSBURGH,15205,650,903,"AMERICAN INDUSTRIAL CONTRACTING, INC.",LOOSE/RAW EDGES PLASTER AND FLOOR TILE/MASTIC IN CHAPEL,1130,t,2015-05-26,2015-12-30,JOE YAKUBISIN,t,f,2015-12-30,PAA,COMPLETE,40.420692,-80.0691255
7253865,PAA150279,CONDO,3738 ALLENDALE CIRCLE,PITTSBURGH,15204,350,903,"AMERICAN INDUSTRIAL CONTRACTING, INC.",FLOOR TILE/MASTIC IN BASEMENT ENTRY;1ST FLOOR HALLWAY;LIVING/DINING ROOMS;FLOOR TILE 2ND FLOOR HALLWAY/STAIR LANDING AND LINOLEUM IN 2ND FLOOR BATHROOM,635,t,2015-06-01,2015-06-30,DON HORGAN,t,f,2015-06-30,PAA,COMPLETE,40.459131,-80.0629605
7253866,PAA150285,ALLDERDICE HIGH SCHOOL,2409 SHADY AVE.,PITTSBURGH,15217,350,903,"AMERICAN INDUSTRIAL CONTRACTING, INC.",STAIR TREAD IN STAIRWELL 16,750,t,2015-06-15,2015-07-30,DON HORGAN,t,f,2015-07-30,PAA,COMPLETE,40.429413,-79.91937
7253867,PAA150330,DIOCESE OF PITTSBURGH PASTORAL CENTER,111 BOULEVARD OF THE ALLIES,PITTSBURGH,15222,650,903,"AMERICAN INDUSTRIAL CONTRACTING, INC.",ROOF FLASHING,1000,t,2015-06-30,2015-09-30,DON HORGAN,t,f,2015-09-30,PAA,COMPLETE,40.43952,-80.0044335
7253868,PAA150346,911TH AIRLIFT WING BUILDING B127,2475 DEFENCE AVE.,CORAOPOLIS,15108,650,903,"AMERICAN INDUSTRIAL CONTRACTING, INC.",FLOOR TILE/MASTIC THROUGHOUT OFFICE AREA,1100,t,2015-06-30,2015-08-30,DON HORGAN,t,f,2015-08-30,PAA,COMPLETE,40.492395,-80.2103085
7253869,PAA150359,SOUTH PARK MIDDLE SCHOOL,2500 STEWART ROAD,PITTSBURGH,15129,150,903,"AMERICAN INDUSTRIAL CONTRACTING, INC.",FLOOR TILE/MASTIC IN ROOM 124,750,t,2015-07-09,2015-07-10,DON HORGAN,t,f,2015-07-10,PAA,COMPLETE,40.294836,-80.012736
7253870,PAA150363,"""US STEEL IRVIN WORKS - 64"""" PICKLE LINE""",1301 CAMP HOLLOW RD,WEST MIFFLIN,15122,650,904,AVALOTIS CORPORATION,GALBESTOS SHEETING ON ROOF,16000,t,2015-07-14,2015-12-31,DON HORGAN,t,f,2015-12-31,PAA,COMPLETE,40.334211,-79.902522
7253871,PAA150403,INGRAM SHOPPING CENTER,70 WEST STEUBEN STREET,CRAFTON,15205,650,903,"AMERICAN INDUSTRIAL CONTRACTING, INC.",FLOOR TILE/MASTIC IN SPACE 13,1500,f,2015-08-10,2015-08-31,JOE YAKUBISIN,t,f,2015-08-31,PAA,COMPLETE,40.438998,-80.069805
7253872,PAA150440,US STEEL CLAIRTON - PIPE SHOP,400 STATE STREET,CLAIRTON,15025,650,904,AVALOTIS CORPORATION,TRANSITE SHEETING ON EAST SLOPE ROOF,5000,t,2015-09-03,2016-09-03,JOE YAKUBISIN,t,f,2016-09-03,PAA,COMPLETE,40.293999,-79.8743115
7253873,PAA150491,,758 COAL VALLEY ROAD,JEFFERSON HILLS,15025,650,903,"AMERICAN INDUSTRIAL CONTRACTING, INC.",TRANSITE SIDING,1500,f,2015-10-13,2015-11-30,JOE YAKUBISIN,t,f,2015-11-30,PAA,COMPLETE,40.3237111670001,-79.930282246
7253874,PAA150496,CARNEGIE LIBRARY OF HOMESTEAD,510 E.TENTH AVE.,MUNHALL,15120,650,903,"AMERICAN INDUSTRIAL CONTRACTING, INC.",PIPE/DUCT INSULATION IN BOILER ROOM,1450,t,2015-10-21,2015-12-31,JOE YAKUBISIN,t,f,2015-12-31,PAA,COMPLETE,40.407039,-79.9029225
7253875,PAA160017,AHN SUBURBAN CAMPUS,100 SOUTH JACKSON AVE,PITTSBURGH,15202,650,903,"AMERICAN INDUSTRIAL CONTRACTING, INC.",O&M PLAN,,t,2016-01-01,2016-12-31,DON HORGAN,t,f,2016-12-31,PAA,COMPLETE,40.494546,-80.0607465
7253876,PAA160025,AHN - JEFFERSON HOSPITAL,565 COAL VALLEY ROAD,JEFFERSON HILLS,15025,650,903,"AMERICAN INDUSTRIAL CONTRACTING, INC.",O&M PLAN,,t,2016-01-01,2016-12-31,JOE YAKUBISIN,t,f,2016-12-31,PAA,COMPLETE,40.317894,-79.9336485
7253877,PAA160076,DIOCESE OF PITTSBURGH,111 BOULEVARD OF THE ALLIES,PITTSBURGH,15222,650,903,"AMERICAN INDUSTRIAL CONTRACTING, INC.",O&M PLAN,,t,2016-01-01,2016-12-31,JOE YAKUBISIN,t,f,2016-12-31,PAA,COMPLETE,40.43952,-80.0044335
7253878,PAA160103,CCAC - BOYCE,595  BEATTY RD,MONROEVILLE,15146,650,903,"AMERICAN INDUSTRIAL CONTRACTING, INC.",FLOOR TILE/MASTIC IN SOUTH WING ROOMS 419;420;421;422;423;453;454 AND 457,3930,t,2016-02-22,2016-03-22,JOE YAKUBISIN,t,f,2016-03-22,PAA,COMPLETE,40.45356,-79.7524335
7253879,PAA160116,DUQUESNE CLUB,325  6TH AVE,PITTSBURGH,15222,650,903,"AMERICAN INDUSTRIAL CONTRACTING, INC.",O&M PLAN,,t,2016-03-03,2016-12-31,JOE YAKUBISIN,t,f,2016-12-31,PAA,COMPLETE,40.44213,-79.998471
7253880,PAA160124,LINCOLN PARK COMMUNITY CENTER,7300  RIDGEVIEW AVE,PENN HILLS,15235,650,903,"AMERICAN INDUSTRIAL CONTRACTING, INC.",FLOOR TILE/MASTIC IN 1ST FLOOR CUPBOARDS AND FLOOR TILE ON 2ND FLOOR ROOMS 3 AND 4,2200,t,2016-03-14,2016-04-30,JOE YAKUBISIN,t,f,2016-04-30,PAA,COMPLETE,40.467573,-79.8857325
7253881,PAA160186,JEFFERSON HOSPITAL,565 COAL VALLEY RD,JEFFERSON HILLS,15025,150,903,"AMERICAN INDUSTRIAL CONTRACTING, INC.",FLOOR TILE/MASTIC ON 1ST FLOOR SURGICAL SERVICES,650,t,2016-04-20,2016-05-30,JOE YAKUBISIN,t,f,2016-05-30,PAA,COMPLETE,40.317894,-79.9336485
7253882,PAA160205,DUPLEX STRUCTURE,1909  LINCOLN AVENUE EXT,PENN HILLS,15235,350,903,"AMERICAN INDUSTRIAL CONTRACTING, INC.",FLOOR TILE ON 1ST/2ND FLOORS AND DUCT TAPE IN BASEMENT,602,f,2016-05-10,2016-05-31,JOE YAKUBISIN,t,f,2016-05-31,PAA,COMPLETE,40.4749479590001,-79.8823329259999
7253883,PAA160255,MANCINI'S BAKERY,601  WOODWARD AVE,MCKEES ROCKS,15136,350,903,"AMERICAN INDUSTRIAL CONTRACTING, INC.",BAKE OVEN ON 1ST FLOOR,700,t,2016-06-07,2016-08-31,JOE YAKUBISIN,t,f,2016-06-30,PAA,COMPLETE,40.471362,-80.07093
